r6gd.4xlarge.elasticsearch,37.5,57.8,86.9,122.5
r6gd.8xlarge.elasticsearch,74.9,115.7,173.8,245.0
r6gd.12xlarge.elasticsearch,112.4,173.5,260.7,367.5
r6gd.16xlarge.elasticsearch,149.8,231.3,347.6,490.0
db.m6g.large,3.1,4.8,7.7,10.5
db.m6g.xlarge,6.2,9.7,15.3,21.0
db.m6g.2xlarge,12.3,19.3,30.7,42.0
db.m6g.4xlarge,24.7,38.6,61.3,84.1
db.m6g.8xlarge,49.3,77.3,122.6,168.2
db.m6g.12xlarge,74.0,115.9,183.9,252.3
db.m6g.16xlarge,98.6,154.5,245.2,336.4
db.m5.large,4.1,6.7,11.8,16.3
db.m5.xlarge,8.3,13.4,23.7,32.7
db.m5.2xlarge,16.5,26.7,47.3,65.4
db.m5.4xlarge,33.1,53.5,94.6,130.7
db.m5.8xlarge,66.1,106.9,189.3,261.4
db.m5.12xlarge,99.2,160.4,283.9,392.2
db.m5.16xlarge,132.3,213.8,378.5,522.9
db.m5.24xlarge,198.4,320.8,567.8,784.3
db.m4.large,4.2,6.8,10.5,14.2
db.m4.xlarge,8.4,13.6,21.0,28.4
db.m4.2xlarge,16.7,27.1,42.1,56.9
db.m4.4xlarge,33.5,54.3,84.1,113.8
db.m4.10xlarge,96.1,156.9,245.6,329.9
db.m4.16xlarge,133.8,217.1,336.5,455.1
db.m3.medium,3.1,5.0,8.0,10.7
db.m3.large,6.1,10.1,16.1,21.3
db.m3.xlarge,12.2,20.1,32.1,42.6
db.m3.2xlarge,24.4,40.3,64.2,85.2
db.m1.small,2.2,3.7,6.1,8.0
db.m1.medium,2.7,4.4,6.9,9.2
db.m1.large,5.3,8.7,13.8,18.4
db.m1.xlarge,10.6,17.4,27.6,36.8
db.z1d.12xlarge,194.0,336.0,631.0,793.0
db.z1d.large,8.1,14.0,26.3,33.0
db.z1d.xlarge,16.2,28.0,52.6,66.1
db.z1d.2xlarge,32.3,56.0,105.2,132.2
db.z1d.3xlarge,48.5,84.0,157.8,198.3
db.z1d.6xlarge,97.0,168.0,315.5,396.5
db.x1e.xlarge,30.4,46.8,65.8,95.1
db.x1e.2xlarge,60.8,93.6,131.7,190.3
db.x1e.4xlarge,121.6,187.2,263.3,380.5
db.x1e.8xlarge,243.3,374.5,526.6,761.0
db.x1e.16xlarge,486.6,748.9,1053.3,1522.0
db.x1e.32xlarge,973.2,1497.8,2106.5,3044.1
db.x1.32xlarge,582.8,912.2,1325.7,1872.9
db.x1.16xlarge,291.4,456.1,662.9,936.4
db.r6g.large,4.7,7.2,10.9,15.3
db.r6g.xlarge,9.4,14.5,21.7,30.6
db.r6g.2xlarge,18.7,28.9,43.5,61.2
db.r6g.4xlarge,37.5,57.8,86.9,122.5
db.r6g.12xlarge,112.4,173.5,260.7,367.5
db.r6g.16xlarge,149.8,231.3,347.6,490.0
db.r5.large,5.6,8.9,19.1,27.9
db.r5.xlarge,11.2,17.8,38.2,55.9
db.r5.2xlarge,22.5,35.6,76.3,111.8
db.r5.4xlarge,44.9,71.2,152.7,223.6
db.r5.8xlarge,89.8,142.5,305.3,447.2
db.r5.12xlarge,134.8,213.7,458.0,670.8
db.r5.16xlarge,179.7,284.9,610.6,894.4
db.r5.24xlarge,269.5,427.4,915.9,1341.6
db.r4.large,5.6,9.0,13.4,18.6
db.r4.xlarge,11.3,17.9,26.8,37.1
db.r4.2xlarge,22.5,35.8,53.7,74.3
db.r4.4xlarge,45.1,71.7,107.3,148.6
db.r4.8xlarge,90.1,143.4,214.7,297.1
db.r4.16xlarge,180.2,286.7,429.3,594.3
db.r3.large,6.7,10.8,16.5,22.6
db.r3.xlarge,13.5,21.7,33.1,45.2
db.r3.2xlarge,26.9,43.3,66.2,90.4
db.r3.4xlarge,53.9,86.7,132.4,180.8
db.r3.8xlarge,107.8,173.4,264.7,361.6
db.m2.xlarge,8.0,13.0,19.9,27.1
db.m2.2xlarge,16.1,25.9,39.8,54.1
db.m2.4xlarge,32.1,51.8,79.6,108.3
db.t3.micro,3.4,5.3,9.8,13.0
db.t3.small,3.5,5.5,10.4,14.0
db.t3.medium,3.8,6.0,11.6,16.0
db.t3.large,4.4,7.0,14.1,20.0
db.t3.xlarge,8.8,14.0,28.2,39.9
db.t3.2xlarge,17.6,27.9,56.5,79.8
db.t2.micro,1.8,3.0,4.9,6.4
db.t2.small,2.0,3.3,5.3,7.0
db.t2.medium,4.0,6.6,10.7,14.1
db.t2.large,4.8,7.8,12.3,16.5
db.t2.xlarge,9.6,15.7,24.6,33.0
db.t2.2xlarge,19.2,31.4,49.1,66.0
