true,predicted,name,avgcpu,node_count,instance_type,job_input,engine_type,data_size
2210.9201274179995,2394.8382302412015,12_c4.2xlarge_regression_spark1.5_bigdata_1,89.59568627450982,12,c4.2xlarge,regression,spark1.5,bigdata
655.2861507329999,836.8290700678633,12_c4.2xlarge_regression_spark1.5_huge_1,72.14959287531806,12,c4.2xlarge,regression,spark1.5,huge
684.343,846.5501242874717,12_c4.2xlarge_terasort_hadoop_bigdata_1,19.75123904576436,12,c4.2xlarge,terasort,hadoop,bigdata
470.916,571.4124976837405,12_c4.2xlarge_terasort_hadoop_huge_1,17.32698245614035,12,c4.2xlarge,terasort,hadoop,huge
433.123,302.9000641845088,12_c4.2xlarge_wordcount_hadoop_bigdata_1,50.38484391058582,12,c4.2xlarge,wordcount,hadoop,bigdata
252.784,180.5528928152453,12_c4.2xlarge_wordcount_hadoop_huge_1,47.36877231020613,12,c4.2xlarge,wordcount,hadoop,huge
647.552,758.8545713557855,12_c4.large_join_spark_bigdata_1,65.20587583633393,12,c4.large,join,spark,bigdata
485.242,531.6440683766955,12_c4.large_join_spark_huge_1,53.89662441265165,12,c4.large,join,spark,huge
4476.655437168003,4263.292269758968,12_c4.large_kmeans_spark1.5_bigdata_1,91.68445251396648,12,c4.large,kmeans,spark1.5,bigdata
2310.1480058790003,2465.8725927748355,12_c4.large_kmeans_spark1.5_huge_1,90.79860209235208,12,c4.large,kmeans,spark1.5,huge
4696.213,3524.0976867799855,12_c4.large_lr_spark_bigdata_1,17.63665611359966,12,c4.large,lr,spark,bigdata
2107.425,2095.389532289609,12_c4.large_lr_spark_huge_1,15.125411741528763,12,c4.large,lr,spark,huge
1903.3623496949983,1910.6692994037671,12_c4.large_naive-bayes_spark1.5_bigdata_1,90.83904605263156,12,c4.large,naive-bayes,spark1.5,bigdata
992.141867915,942.0642307180763,12_c4.large_naive-bayes_spark1.5_huge_1,88.11786616161613,12,c4.large,naive-bayes,spark1.5,huge
1895.632,1778.1352248286935,12_c4.large_pagerank_hadoop_bigdata_1,67.37487818383168,12,c4.large,pagerank,hadoop,bigdata
1097.813,1108.7009238864528,12_c4.large_pagerank_hadoop_huge_1,66.9924472096531,12,c4.large,pagerank,hadoop,huge
744.192661744004,861.7545150604109,12_c4.large_pagerank_spark_bigdata_1,75.31977595296026,12,c4.large,pagerank,spark,bigdata
611.487,337.85754954238223,12_c4.large_pagerank_spark_huge_1,76.008760872891,12,c4.large,pagerank,spark,huge
7200.489104159,5316.455803494952,12_c4.large_regression_spark1.5_bigdata_1,87.76050925925927,12,c4.large,regression,spark1.5,bigdata
1824.583491944,1969.2438925268937,12_c4.large_regression_spark1.5_huge_1,85.0920205479452,12,c4.large,regression,spark1.5,huge
1687.094,1510.3388207200185,12_c4.large_terasort_hadoop_bigdata_1,34.14606293507653,12,c4.large,terasort,hadoop,bigdata
1054.207,983.9363251016384,12_c4.large_terasort_hadoop_huge_1,27.94210249151609,12,c4.large,terasort,hadoop,huge
1630.609,1461.9157974819234,12_c4.large_wordcount_hadoop_bigdata_1,53.90349631528972,12,c4.large,wordcount,hadoop,bigdata
823.713,881.943840526928,12_c4.large_wordcount_hadoop_huge_1,53.74205112115127,12,c4.large,wordcount,hadoop,huge
394.624,419.0136860374884,12_c4.xlarge_join_spark_bigdata_1,58.66826908199884,12,c4.xlarge,join,spark,bigdata
293.709,256.01819382414317,12_c4.xlarge_join_spark_huge_1,50.67749293785311,12,c4.xlarge,join,spark,huge
2309.3748331100032,2382.025713694821,12_c4.xlarge_kmeans_spark1.5_bigdata_1,91.82228535353536,12,c4.xlarge,kmeans,spark1.5,bigdata
1178.676367549,1509.5415510650744,12_c4.xlarge_kmeans_spark1.5_huge_1,87.91208510638297,12,c4.xlarge,kmeans,spark1.5,huge
