instance_type,scope3_hourly,slope,intercept,error,r_value,p_value,max_power
r5a.large,1.3,0.13322580645161292,6.920967741935483,0.014716360960398956,0.9880170725014141,0.011982927498585871,19.8
r5a.xlarge,2.6,0.265,13.924999999999997,0.029474565306379073,0.9878539772075985,0.01214602279240151,39.5
r5a.2xlarge,5.2,0.53,27.824999999999996,0.05960048441024186,0.9875890851690169,0.01241091483098311,79.0
r5a.4xlarge,10.3,1.0595161290322581,55.71935483870967,0.11899395091263316,0.9876202694513085,0.012379730548691462,158.0
r5a.8xlarge,20.7,2.120483870967742,111.38064516129033,0.2372861598242117,0.9877083647914516,0.012291635208548365,316.1
r5a.12xlarge,31.0,3.1806451612903226,167.04919354838708,0.35689125019268975,0.9876424441012497,0.012357555898750316,474.1
r5a.16xlarge,41.3,4.240483870967743,222.70564516129033,0.47502513077723335,0.9876825704510046,0.012317429548995396,632.1
r5a.24xlarge,62.0,6.360967741935485,334.0862903225807,0.7123111913698058,0.9876911754208006,0.012308824579199353,948.2
r5ad.large,1.5,0.13322580645161292,6.920967741935483,0.014716360960398956,0.9880170725014141,0.011982927498585871,19.8
r5ad.xlarge,3.1,0.265,13.924999999999997,0.029474565306379073,0.9878539772075985,0.01214602279240151,39.5
r5ad.2xlarge,6.1,0.53,27.824999999999996,0.05960048441024186,0.9875890851690169,0.01241091483098311,79.0
r5ad.4xlarge,12.3,1.0595161290322581,55.71935483870967,0.11899395091263316,0.9876202694513085,0.012379730548691462,158.0
r5ad.8xlarge,24.5,2.120483870967742,111.38064516129033,0.2372861598242117,0.9877083647914516,0.012291635208548365,316.1
r5ad.12xlarge,36.8,3.1806451612903226,167.04919354838708,0.35689125019268975,0.9876424441012497,0.012357555898750316,474.1
r5ad.16xlarge,49.1,4.240483870967743,222.70564516129033,0.47502513077723335,0.9876825704510046,0.012317429548995396,632.1
r5ad.24xlarge,73.6,6.360967741935485,334.0862903225807,0.7123111913698058,0.9876911754208006,0.012308824579199353,948.2
r5d.large,1.5,0.15806451612903225,6.502419354838709,0.015974460951954355,0.98994014988242,0.01005985011758004,21.7
r5d.xlarge,3.1,0.31467741935483867,13.062903225806451,0.03257046311672379,0.9894560014211498,0.010543998578850241,43.3
r5d.2xlarge,6.1,0.6301612903225806,26.093548387096774,0.06624723896235445,0.9891281247422163,0.010871875257783657,86.6
r5d.4xlarge,12.3,1.2606451612903224,52.1241935483871,0.13162980204604385,0.9892726992806696,0.010727300719330365,173.2
r5d.8xlarge,24.5,2.520806451612903,104.29274193548389,0.2635770481316025,0.9892431672630676,0.010756832736932398,346.4
r5d.12xlarge,36.8,3.7809677419354837,156.4862903225807,0.3951951022400784,0.9892509389558205,0.010749061044179498,519.6
r5d.16xlarge,49.1,5.04258064516129,208.59677419354836,0.5265192081841754,0.9892726992806696,0.010727300719330365,692.9
r5d.24xlarge,73.6,7.563387096774193,312.88951612903224,0.7900957664988048,0.989262873923629,0.010737126076371003,1039.3
r5d.metal,73.6,7.563387096774193,312.88951612903224,0.7900957664988048,0.989262873923629,0.010737126076371003,1039.3
r5dn.large,1.5,0.15806451612903225,6.502419354838709,0.015974460951954355,0.98994014988242,0.01005985011758004,21.7
r5dn.xlarge,3.1,0.31467741935483867,13.062903225806451,0.03257046311672379,0.9894560014211498,0.010543998578850241,43.3
r5dn.2xlarge,6.1,0.6301612903225806,26.093548387096774,0.06624723896235445,0.9891281247422163,0.010871875257783657,86.6
r5dn.4xlarge,12.3,1.2606451612903224,52.1241935483871,0.13162980204604385,0.9892726992806696,0.010727300719330365,173.2
r5dn.8xlarge,24.5,2.520806451612903,104.29274193548389,0.2635770481316025,0.9892431672630676,0.010756832736932398,346.4
r5dn.12xlarge,36.8,3.7809677419354837,156.4862903225807,0.3951951022400784,0.9892509389558205,0.010749061044179498,519.6
r5dn.16xlarge,49.1,5.04258064516129,208.59677419354836,0.5265192081841754,0.9892726992806696,0.010727300719330365,692.9
r5dn.24xlarge,73.6,7.563387096774193,312.88951612903224,0.7900957664988048,0.989262873923629,0.010737126076371003,1039.3
r5dn.metal,73.6,7.563387096774193,312.88951612903224,0.7900957664988048,0.989262873923629,0.010737126076371003,1039.3
r5n.large,1.3,0.15806451612903225,6.502419354838709,0.015974460951954355,0.98994014988242,0.01005985011758004,21.7
r5n.xlarge,2.6,0.31467741935483867,13.062903225806451,0.03257046311672379,0.9894560014211498,0.010543998578850241,43.3
r5n.2xlarge,5.2,0.6301612903225806,26.093548387096774,0.06624723896235445,0.9891281247422163,0.010871875257783657,86.6
r5n.4xlarge,10.3,1.2606451612903224,52.1241935483871,0.13162980204604385,0.9892726992806696,0.010727300719330365,173.2
r5n.8xlarge,20.7,2.520806451612903,104.29274193548389,0.2635770481316025,0.9892431672630676,0.010756832736932398,346.4
r5n.12xlarge,31.0,3.7809677419354837,156.4862903225807,0.3951951022400784,0.9892509389558205,0.010749061044179498,519.6
r5n.16xlarge,41.3,5.04258064516129,208.59677419354836,0.5265192081841754,0.9892726992806696,0.010727300719330365,692.9
r5n.24xlarge,62.0,7.563387096774193,312.88951612903224,0.7900957664988048,0.989262873923629,0.010737126076371003,1039.3
r5n.metal,62.0,7.563387096774193,312.88951612903224,0.7900957664988048,0.989262873923629,0.010737126076371003,1039.3
r5b.large,1.3,0.15806451612903225,6.502419354838709,0.015974460951954355,0.98994014988242,0.01005985011758004,21.7
r5b.xlarge,2.6,0.31467741935483867,13.062903225806451,0.03257046311672379,0.9894560014211498,0.010543998578850241,43.3
r5b.2xlarge,5.2,0.6301612903225806,26.093548387096774,0.06624723896235445,0.9891281247422163,0.010871875257783657,86.6
r5b.4xlarge,10.3,1.2606451612903224,52.1241935483871,0.13162980204604385,0.9892726992806696,0.010727300719330365,173.2
r5b.8xlarge,20.7,2.520806451612903,104.29274193548389,0.2635770481316025,0.9892431672630676,0.010756832736932398,346.4
r5b.12xlarge,31.0,3.7809677419354837,156.4862903225807,0.3951951022400784,0.9892509389558205,0.010749061044179498,519.6
r5b.16xlarge,41.3,5.04258064516129,208.59677419354836,0.5265192081841754,0.9892726992806696,0.010727300719330365,692.9
r5b.24xlarge,62.0,7.563387096774193,312.88951612903224,0.7900957664988048,0.989262873923629,0.010737126076371003,1039.3
r5b.metal,62.0,7.563387096774193,312.88951612903224,0.7900957664988048,0.989262873923629,0.010737126076371003,1039.3
r6g.medium,0.8,0.05096774193548387,2.7112903225806453,0.005268542893890691,0.9894828851664178,0.010517114833582194,7.7
r6g.large,1.5,0.10048387096774193,5.505645161290323,0.010341150132175377,0.9895741488223174,0.010425851177682579,15.3
r6g.xlarge,3.1,0.20032258064516129,11.037096774193547,0.02096339905396882,0.9892254255833758,0.010774574416624218,30.6
r6g.2xlarge,6.1,0.4019354838709677,21.997580645161293,0.04225906487365588,0.9891257862799054,0.01087421372009456,61.2
r6g.4xlarge,12.2,0.8040322580645162,44.01370967741935,0.08343758220891731,0.9894018661397549,0.010598133860245103,122.5
r6g.8xlarge,24.4,1.6082258064516128,88.02096774193551,0.16806068505323243,0.9892552962379442,0.010744703762055826,245.0
r6g.12xlarge,36.6,2.412258064516129,132.0346774193548,0.2514980739836411,0.989304272185592,0.010695727814407972,367.5
r6g.16xlarge,48.8,3.2169354838709676,175.9975806451613,0.33556515570792755,0.9892934287665194,0.010706571233480624,490.0
r6g.metal,48.8,3.2169354838709676,175.9975806451613,0.33556515570792755,0.9892934287665194,0.010706571233480624,490.0
r6gd.medium,0.9,0.05096774193548387,2.7112903225806453,0.005268542893890691,0.9894828851664178,0.010517114833582194,7.7
r6gd.large,1.7,0.10048387096774193,5.505645161290323,0.010341150132175377,0.9895741488223174,0.010425851177682579,15.3
r6gd.xlarge,3.4,0.20032258064516129,11.037096774193547,0.02096339905396882,0.9892254255833758,0.010774574416624218,30.6
r6gd.2xlarge,6.8,0.4019354838709677,21.997580645161293,0.04225906487365588,0.9891257862799054,0.01087421372009456,61.2
r6gd.4xlarge,13.7,0.8040322580645162,44.01370967741935,0.08343758220891731,0.9894018661397549,0.010598133860245103,122.5
r6gd.8xlarge,27.3,1.6082258064516128,88.02096774193551,0.16806068505323243,0.9892552962379442,0.010744703762055826,245.0
r6gd.12xlarge,41.0,2.412258064516129,132.0346774193548,0.2514980739836411,0.989304272185592,0.010695727814407972,367.5
r6gd.16xlarge,54.6,3.2169354838709676,175.9975806451613,0.33556515570792755,0.9892934287665194,0.010706571233480624,490.0
r6gd.metal,54.6,3.2169354838709676,175.9975806451613,0.33556515570792755,0.9892934287665194,0.010706571233480624,490.0
t1.micro,1.2,0.06080645161290323,3.092741935483871,0.009933113982125341,0.9743375005023489,0.025662499497651085,8.8
t2.nano,0.9,0.04161290322580645,2.185483870967742,0.006802934422246165,0.9742996774013858,0.025700322598614204,6.1
t2.micro,0.9,0.043709677419354845,2.2766129032258067,0.00673326730923762,0.9770826558035027,0.02291734419649727,6.4
t2.small,0.9,0.047419354838709675,2.5032258064516135,0.006948599751141294,0.9791952146549076,0.020804785345092454,7.0
t2.medium,1.8,0.09596774193548387,5.0112903225806456,0.01411129023040419,0.9790555213108095,0.02094447868919047,14.1
t2.large,1.2,0.09435483870967742,5.150806451612904,0.012539998439955635,0.982791526014879,0.01720847398512104,14.2
t2.xlarge,2.4,0.18870967741935485,10.301612903225807,0.02507999687991127,0.982791526014879,0.01720847398512104,28.4
t2.2xlarge,4.7,0.3796774193548386,20.512903225806458,0.05048103671318475,0.9827776072997816,0.017222392700218414,56.9
t3.nano,1.0,0.08983870967741936,4.031451612903226,0.012139440883911666,0.9822266031442437,0.0177733968557563,12.5
t3.micro,1.0,0.09403225806451612,4.113709677419355,0.012070670760643862,0.9839182490297167,0.0160817509702833,13.0
t3.small,1.0,0.10306451612903225,4.22741935483871,0.01241673621324809,0.9857942271699264,0.014205772830073626,14.0
t3.medium,1.0,0.12,4.55,0.012794908261466923,0.9888215425094034,0.011178457490596648,16.0
t3.large,1.0,0.15403225806451612,5.213709677419355,0.014218041549914264,0.9915870446307833,0.008412955369216716,20.0
t3.xlarge,1.9,0.30709677419354836,10.441129032258067,0.028786256150882053,0.9913275558635379,0.008672444136462065,39.9
t3.2xlarge,3.9,0.6148387096774194,20.85645161290323,0.058118926120163686,0.9911826308444714,0.008817369155528552,79.8
t3a.nano,1.0,0.07548387096774194,3.4306451612903226,0.011582621809921754,0.9772548684643979,0.022745131535602092,10.5
t3a.micro,1.0,0.07758064516129033,3.521774193548387,0.01153958711391467,0.9785836594988251,0.021416340501174913,10.8
t3a.small,1.0,0.08129032258064516,3.7483870967741937,0.011673230401756234,0.9799959166921874,0.020004083307812552,11.4
t3a.medium,1.0,0.08870967741935484,4.201612903225806,0.01198008232561931,0.9822462239509964,0.017753776049003637,12.6
t3a.large,1.0,0.10354838709677419,5.108064516129033,0.012737851530085293,0.9852027155146571,0.014797284485342892,15.0
t3a.xlarge,1.9,0.2056451612903226,10.299193548387095,0.02573111483304811,0.9847023480879366,0.015297651912063446,29.9
t3a.2xlarge,3.9,0.4112903225806452,20.57338709677419,0.05183501853691337,0.9844850650299843,0.015514934970015659,59.8
t4g.nano,1.2,0.042741935483870966,2.0153225806451616,0.00684439432023185,0.9753033907605577,0.02469660923944228,6.0
t4g.micro,1.2,0.04483870967741935,2.1064516129032267,0.006808668038453412,0.9777102213157168,0.02228977868428316,6.3
t4g.small,1.2,0.04854838709677419,2.3330645161290327,0.0069237522683488276,0.9802610312423345,0.01973896875766545,6.9
t4g.medium,1.2,0.05596774193548387,2.7862903225806455,0.007221683011257737,0.9837550940369371,0.016244905963062935,8.1
t4g.large,1.2,0.07080645161290322,3.6927419354838715,0.00804958294820037,0.9873211483794437,0.01267885162055627,10.5
t4g.xlarge,2.4,0.14096774193548386,7.411290322580646,0.016074909191503676,0.9872448393621447,0.012755160637855319,21.0
t4g.2xlarge,4.8,0.2832258064516129,14.745967741935484,0.03275395060014523,0.9868884398538432,0.013111560146156779,42.0
u-6tb1.metal,258.7,34.05870967741936,1911.1516129032257,3.3549562479409953,0.9904357311338278,0.009564268866172234,5264.8
u-9tb1.metal,388.0,45.45483870967742,2607.3064516129034,4.539012565265496,0.9901751646794691,0.00982483532053091,7108.0
u-12tb1.metal,517.4,56.85096774193549,3303.46129032258,5.767481799358461,0.9898642804131986,0.010135719586801371,8951.2
u-18tb1.metal,776.1,79.64322580645161,4695.770967741935,8.278236018094667,0.9893681555524616,0.010631844447538397,12637.6
u-24tb1.metal,1034.8,102.43548387096774,6088.08064516129,10.81904650242544,0.9890280595838751,0.010971940416124924,16324.0
x1.16xlarge,60.5,6.0441935483870965,344.9322580645162,0.6871440995363143,0.9873206380176582,0.012679361982341762,936.4
x1.32xlarge,121.1,12.089193548387097,689.8322580645162,1.373951681539427,0.9873283880087593,0.012671611991240672,1872.9
x1e.xlarge,6.2,0.6038709677419354,35.370161290322585,0.06614658500328077,0.9882132271007185,0.011786772899281543,95.1
x1e.2xlarge,12.5,1.2088709677419356,70.74516129032257,0.13224247547781146,0.9882437033309246,0.011756296669075406,190.3
x1e.4xlarge,24.9,2.4166129032258064,141.48548387096773,0.2645353307350011,0.9882285045214987,0.011771495478501313,380.5
x1e.8xlarge,49.9,4.832096774193548,283.0661290322581,0.5291215134187401,0.9882208756494958,0.01177912435050421,761.0
x1e.16xlarge,99.7,9.664838709677419,566.1064516129034,1.0576158076873357,0.9882361321757485,0.01176386782425154,1522.0
x1e.32xlarge,199.4,19.330483870967743,1132.1806451612904,2.1151210319290663,0.9882383047362152,0.011761695263784788,3044.1
x2gd.medium,1.2,0.08064516129032258,4.524193548387097,0.008266817437896439,0.9896547787642679,0.010345221235732114,12.5
x2gd.large,2.3,0.15983870967741934,9.131451612903227,0.01608279663350349,0.9900270340182721,0.009972965981727923,24.9
x2gd.xlarge,4.7,0.31903225806451607,18.28870967741936,0.03273081012320868,0.9896377796505313,0.010362220349468654,49.8
x2gd.2xlarge,9.4,0.6393548387096774,36.5008064516129,0.0655035823662306,0.9896658863322311,0.01033411366776893,99.6
x2gd.4xlarge,18.8,1.2788709677419356,73.02016129032256,0.13021681571399588,0.9897908375885115,0.010209162411488504,199.3
x2gd.8xlarge,37.6,2.557903225806452,146.0338709677419,0.261691572635317,0.9896947780923887,0.010305221907611297,398.6
x2gd.12xlarge,56.4,3.8367741935483872,219.0540322580645,0.391908377198836,0.9897268447995294,0.010273155200470563,597.9
x2gd.16xlarge,75.2,5.116290322580646,292.0233870967742,0.5227395405086924,0.9897216324858125,0.010278367514187538,797.2
x2gd.metal,75.2,5.116290322580646,292.0233870967742,0.5227395405086924,0.9897216324858125,0.010278367514187538,797.2
z1d.large,2.2,0.24177419354838708,10.679032258064519,0.04343189317118109,0.9692125923885483,0.03078740761145172,33.0
z1d.xlarge,4.4,0.48451612903225805,21.34435483870968,0.08651917948243765,0.9695617520877782,0.030438247912221824,66.1
z1d.2xlarge,8.7,0.9696774193548385,42.637903225806454,0.17351834867155275,0.9694391933073176,0.03056080669268235,132.2
z1d.3xlarge,13.1,1.4541935483870967,63.98225806451614,0.2600373682423631,0.9694800874323907,0.03051991256760932,198.3
z1d.6xlarge,26.2,2.907258064516129,127.95967741935485,0.5197644772997115,0.969492233504583,0.03050776649541698,396.5
z1d.12xlarge,52.4,5.814516129032258,255.9193548387097,1.039528954599423,0.969492233504583,0.03050776649541698,793.0
z1d.metal,52.4,5.814516129032258,255.9193548387097,1.039528954599423,0.969492233504583,0.03050776649541698,793.0
cache.t2.micro,0.9,0.042741935483870966,2.190322580645161,0.00703325680981133,0.9739751261371205,0.026024873862879546,6.2
cache.t2.small,0.9,0.046451612903225796,2.4169354838709687,0.007236976533362066,0.9765770283455442,0.023422971654455834,6.8
cache.t2.medium,1.8,0.09225806451612903,4.88467741935484,0.013900241053764393,0.978044313130554,0.021955686869446038,13.6
cache.t3.micro,1.0,0.08983870967741936,4.031451612903226,0.012139440883911666,0.9822266031442437,0.0177733968557563,12.5
cache.t3.small,1.0,0.0967741935483871,4.154032258064516,0.012517677406719234,0.9836772757673186,0.016322724232681437,13.3
cache.t3.medium,1.0,0.11112903225806452,4.45483870967742,0.013112714754825335,0.986361269682894,0.013638730317106048,15.0
cache.m3.medium,1.5,0.07225806451612903,3.809677419354839,0.00970694420860073,0.982427792774146,0.01757220722585395,10.7
cache.m4.large,1.2,0.08903225806451615,4.788709677419355,0.011927852835151135,0.9825206445482569,0.01747935545174307,13.3
cache.m4.xlarge,2.3,0.1829032258064516,9.883870967741938,0.024899381284390867,0.9819672520852739,0.018032747914726092,27.4
cache.m4.2xlarge,4.6,0.37,20.05,0.04961952009233406,0.9824864346276196,0.01751356537238035,55.5
cache.m4.4xlarge,9.2,0.7459677419354839,40.33629032258064,0.09983320506999344,0.982556664612771,0.017443335387228972,111.8
cache.m4.10xlarge,34.5,2.189354838709677,117.57580645161289,0.30091894463176244,0.9816275040557427,0.01837249594425727,326.7
cache.m5.large,1.0,0.11032258064516129,4.737096774193547,0.012212351094313529,0.9879669585464592,0.012033041453540788,15.3
cache.m5.xlarge,1.9,0.22064516129032258,9.474193548387094,0.024424702188627058,0.9879669585464592,0.012033041453540788,30.6
cache.m5.2xlarge,3.9,0.44354838709677413,18.95806451612904,0.04935220317652187,0.9878449667931768,0.012155033206823207,61.4
cache.m5.4xlarge,7.8,0.8880645161290324,37.90241935483871,0.09839202129399649,0.9879462352233688,0.012053764776631228,122.9
cache.m5.12xlarge,23.3,2.6651612903225805,113.89354838709679,0.294863943297978,0.9879798323497895,0.012020167650210524,369.0
cache.m5.24xlarge,46.6,5.3314516129032254,227.79193548387093,0.5899806541035377,0.9879747144743257,0.012025285525674279,738.1
cache.m6g.large,1.2,0.07080645161290322,3.6927419354838715,0.00804958294820037,0.9873211483794437,0.01267885162055627,10.5
cache.m6g.xlarge,2.4,0.14096774193548386,7.411290322580646,0.016074909191503676,0.9872448393621447,0.012755160637855319,21.0
cache.m6g.2xlarge,4.8,0.2832258064516129,14.745967741935484,0.03275395060014523,0.9868884398538432,0.013111560146156779,42.0
cache.m6g.4xlarge,9.6,0.5666129032258064,29.510483870967743,0.06420504638476263,0.9874021115205649,0.012597888479435103,84.1
cache.m6g.8xlarge,19.3,1.1333870967741935,59.01451612903226,0.1294463617175649,0.9872054364861346,0.012794563513865433,168.2
cache.m6g.12xlarge,28.9,1.7,88.525,0.19365072899090752,0.9872712356401472,0.01272876435985282,252.3
cache.m6g.16xlarge,38.6,2.267258064516129,117.98467741935482,0.25846021829923455,0.9872526753421602,0.012747324657839787,336.4
cache.r3.2xlarge,8.8,0.5985483870967743,32.758064516129025,0.0763728837856184,0.9841061598772449,0.01589384012275507,90.4
cache.r4.large,1.4,0.11080645161290323,6.092741935483869,0.014094919417360824,0.9842018014827334,0.015798198517266604,16.8
cache.r4.xlarge,2.8,0.2232258064516129,12.345967741935482,0.027799663305816295,0.9848424930827446,0.015157506917255368,33.9
cache.r4.2xlarge,5.6,0.44806451612903225,24.72741935483871,0.056000269435950635,0.9847360806882994,0.015263919311700569,68.0
cache.r4.4xlarge,11.3,0.8970967741935483,49.54112903225807,0.11178004104240767,0.984826804972024,0.015173195027975983,136.2
cache.r4.8xlarge,22.6,1.7956451612903226,99.2241935483871,0.22283590435688655,0.9849465582193121,0.0150534417806879,272.7
cache.r4.16xlarge,45.1,3.5933870967741943,198.51451612903222,0.44635972681594405,0.9849183178525834,0.015081682147416566,545.7
cache.r5.large,1.3,0.19661290322580646,6.060483870967742,0.016254952019015147,0.9932341507807878,0.006765849219212197,25.0
cache.r5.xlarge,2.6,0.39516129032258074,12.093548387096769,0.031794246169552315,0.9935885553122809,0.006411444687719147,50.2
cache.r5.2xlarge,5.2,0.7920967741935484,24.241129032258062,0.06435802199257744,0.9934630654007058,0.006536934599294163,100.6
cache.r5.4xlarge,10.3,1.5858064516129031,48.517741935483876,0.12879120629102647,0.9934686794354463,0.006531320564553744,201.4
cache.r5.12xlarge,31.0,4.761129032258064,145.5798387096774,0.3864311060717716,0.9934768322999373,0.00652316770006267,604.6
cache.r5.24xlarge,62.0,9.523225806451611,291.1459677419356,0.7725055059763606,0.9934841051436836,0.006515894856316429,1209.3
cache.r6g.large,1.5,0.10048387096774193,5.505645161290323,0.010341150132175377,0.9895741488223174,0.010425851177682579,15.3
cache.r6g.xlarge,3.1,0.20032258064516129,11.037096774193547,0.02096339905396882,0.9892254255833758,0.010774574416624218,30.6
cache.r6g.2xlarge,6.1,0.4019354838709677,21.997580645161293,0.04225906487365588,0.9891257862799054,0.01087421372009456,61.2
cache.r6g.4xlarge,12.2,0.8040322580645162,44.01370967741935,0.08343758220891731,0.9894018661397549,0.010598133860245103,122.5
cache.r6g.8xlarge,24.4,1.6082258064516128,88.02096774193551,0.16806068505323243,0.9892552962379442,0.010744703762055826,245.0
cache.r6g.12xlarge,36.6,2.412258064516129,132.0346774193548,0.2514980739836411,0.989304272185592,0.010695727814407972,367.5
cache.r6g.16xlarge,48.8,3.2169354838709676,175.9975806451613,0.33556515570792755,0.9892934287665194,0.010706571233480624,490.0
t3.small.elasticsearch,1.0,0.10306451612903225,4.22741935483871,0.01241673621324809,0.9857942271699264,0.014205772830073626,14.0
t3.medium.elasticsearch,1.0,0.12,4.55,0.012794908261466923,0.9888215425094034,0.011178457490596648,16.0
t2.micro.elasticsearch,0.9,0.043709677419354845,2.2766129032258067,0.00673326730923762,0.9770826558035027,0.02291734419649727,6.4
t2.small.elasticsearch,0.9,0.047419354838709675,2.5032258064516135,0.006948599751141294,0.9791952146549076,0.020804785345092454,7.0
t2.medium.elasticsearch,1.8,0.09596774193548387,5.0112903225806456,0.01411129023040419,0.9790555213108095,0.02094447868919047,14.1
m5.large.elasticsearch,1.0,0.11790322580645163,5.008870967741936,0.013137737860355122,0.987810328893786,0.012189671106214045,16.3
m5.xlarge.elasticsearch,1.9,0.2362903225806452,10.073387096774194,0.02596861849852922,0.9881362137480818,0.011863786251918194,32.7
m5.2xlarge.elasticsearch,3.9,0.47354838709677427,20.03306451612903,0.05162632134048362,0.9883223865328847,0.011677613467115265,65.4
m5.4xlarge.elasticsearch,7.8,0.9449999999999998,40.175,0.10331306166055415,0.988257928140206,0.011742071859794034,130.7
m5.12xlarge.elasticsearch,23.3,2.837258064516129,120.43467741935484,0.3104394501110033,0.9882390726850864,0.011760927314913627,392.2
m4.large.elasticsearch,1.2,0.09435483870967742,5.150806451612904,0.012539998439955635,0.982791526014879,0.01720847398512104,14.2
