avgcpu,job_input,engine_type,data_size,node_count,instance_type,elapsed_time,name
87.91208510638297,kmeans,spark1.5,huge,12,c4.xlarge,1178.6763675490001,12_c4.xlarge_kmeans_spark1.5_huge_1
8.637663074712643,lr,spark,bigdata,12,c4.xlarge,4039.369,12_c4.xlarge_lr_spark_bigdata_1
7.653538095238095,lr,spark,huge,12,c4.xlarge,1745.457,12_c4.xlarge_lr_spark_huge_1
92.91360670194003,naive-bayes,spark1.5,bigdata,12,c4.xlarge,948.6253513640004,12_c4.xlarge_naive-bayes_spark1.5_bigdata_1
91.64800347222223,naive-bayes,spark1.5,huge,12,c4.xlarge,482.94271386499986,12_c4.xlarge_naive-bayes_spark1.5_huge_1
68.44299859550561,pagerank,hadoop,bigdata,12,c4.xlarge,1078.042,12_c4.xlarge_pagerank_hadoop_bigdata_1
67.07001798561151,pagerank,hadoop,huge,12,c4.xlarge,691.643,12_c4.xlarge_pagerank_hadoop_huge_1
73.07283126293996,pagerank,spark,bigdata,12,c4.xlarge,483.3520735589991,12_c4.xlarge_pagerank_spark_bigdata_1
64.59963541666667,pagerank,spark,huge,12,c4.xlarge,315.466,12_c4.xlarge_pagerank_spark_huge_1
89.12247090606816,regression,spark1.5,bigdata,12,c4.xlarge,4010.905224454,12_c4.xlarge_regression_spark1.5_bigdata_1
86.02529487179487,regression,spark1.5,huge,12,c4.xlarge,978.6109481350001,12_c4.xlarge_regression_spark1.5_huge_1
32.152413233012666,terasort,hadoop,bigdata,12,c4.xlarge,715.2951180960008,12_c4.xlarge_terasort_hadoop_bigdata_1
31.447637076037395,terasort,hadoop,huge,12,c4.xlarge,461.038,12_c4.xlarge_terasort_hadoop_huge_1
54.74390261504701,wordcount,hadoop,bigdata,12,c4.xlarge,801.916,12_c4.xlarge_wordcount_hadoop_bigdata_1
55.4060069667408,wordcount,hadoop,huge,12,c4.xlarge,403.668,12_c4.xlarge_wordcount_hadoop_huge_1
36.84963470319635,join,spark,bigdata,12,m4.2xlarge,378.468,12_m4.2xlarge_join_spark_bigdata_1
28.72316425120773,join,spark,huge,12,m4.2xlarge,342.007,12_m4.2xlarge_join_spark_huge_1
87.0379238921002,kmeans,spark1.5,bigdata,12,m4.2xlarge,868.8858810900001,12_m4.2xlarge_kmeans_spark1.5_bigdata_1
60.472419354838706,kmeans,spark1.5,huge,12,m4.2xlarge,157.51707242500015,12_m4.2xlarge_kmeans_spark1.5_huge_1
3.767188120778705,lr,spark,bigdata,12,m4.2xlarge,2446.131,12_m4.2xlarge_lr_spark_bigdata_1
3.228500957854406,lr,spark,huge,12,m4.2xlarge,1734.446,12_m4.2xlarge_lr_spark_huge_1
89.63178466076697,naive-bayes,spark1.5,bigdata,12,m4.2xlarge,568.0166710889989,12_m4.2xlarge_naive-bayes_spark1.5_bigdata_1
86.39441256830601,naive-bayes,spark1.5,huge,12,m4.2xlarge,308.5451088949999,12_m4.2xlarge_naive-bayes_spark1.5_huge_1
62.91751694915254,pagerank,hadoop,bigdata,12,m4.2xlarge,795.106,12_m4.2xlarge_pagerank_hadoop_bigdata_1
56.84596393034826,pagerank,hadoop,huge,12,m4.2xlarge,667.654,12_m4.2xlarge_pagerank_hadoop_huge_1
46.2349813646789,pagerank,spark,bigdata,12,m4.2xlarge,317.027,12_m4.2xlarge_pagerank_spark_bigdata_1
